id,LastName,FirstName,DaysSinceLastActivity,Active,EMPLID,status,Course,Year,Note,Change,Bottom,Tutor,PlanCode,Programme,FeeStatus,PartTime,PrevInterrupted,Tier4,Withdrawn,Resits,Repeating,Interrupted,RemoteStudy,Placement
303,Amanda,Liddiard,1,986,22359467,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,3,,,,Mann,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
304,Jayne,Lilly,1,1564,22070036,Registered,U7UPHYSC - MSci Hons Physics,3,,,,McGowan,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
305,Kelly,Lovelock,1,375,22940064,Registered,U7UPHYSC - MSci Hons Physics,3,,,5,Mussell,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
306,Lorraine,Lucas,1,1922,22949498,Registered,U7UPHYSC - MSci Hons Physics,3,,,,Pearson,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
307,Martin,Major,1,4330,22573325,Registered,U6UMTHPY - BSc Hons Mathematical Physics,3,,,,Phillips,U6UMTHPY ,BSc Hons Mathematical Physics,,,,,,,,,,
308,Laura,Marcantonio,1,606,22960558,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,3,,,10,Robinson,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
309,Diane,Marshall,1,1156,22534021,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,3,,,,Rundlett,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
310,Daphne,Martin,1,912,22486948,Registered,U6UPHYTP - BSc Hons Physics with Theoretical Physics,3,,,,Sales,U6UPHYTP ,BSc Hons Physics with Theoretical Physics,,,,,,,,,,
311,Anthony,Mason,1,1444,22207501,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,3,,,,Schroder,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
312,John,May,1,1716,22698002,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,3,,,,Shaw,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
313,Hugh,McDonald,1,640,22195593,Registered,U7UPHYSC - MSci Hons Physics,3,,,10,Storey,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
314,Fiona,McEwan,1,3990,22555073,Registered,U6UMTHPY - BSc Hons Mathematical Physics,3,,,,Thompson,U6UMTHPY ,BSc Hons Mathematical Physics,,,,,,,,,,
315,Robert,McGuigan,1,1225,22196664,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,3,,,,Thomson,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
316,Christine,McLoughlin,1,1362,22433030,Registered,U7UPHYSC - MSci Hons Physics,3,,,,Turner,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
317,Michael,McNally,1,828,22863077,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,3,,,,White,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
318,Matthew,Mee,1,1505,22986573,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,3,,,,Whiteley,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
319,Maku,Miah,1,2207,22356890,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,3,,,,Wright,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
320,James,Miller,1,2076,22327543,Registered,U6UPHYMP - BSc Hons Physics with Medical Physics,3,,,,Yu,U6UPHYMP ,BSc Hons Physics with Medical Physics,,,,,,,,,,
321,Marc,Molyneux,1,1696,22620449,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,3,,,,Barron,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
322,Anthony,Moore,1,2824,22800831,Registered,U7UMTHPY - MSci Hons Mathematical Physics,3,,,,Bos,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
323,Lesley,Morrison,1,2860,22246918,Registered,U7UMTHPY - MSci Hons Mathematical Physics,3,,,,Brum,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
324,Ashley,Murphy,1,506,22055930,Registered,U6UPHYSC - BSc Hons Physics,3,,,10,Burns,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
325,John,Naughton,1,798,22254006,Registered,U7UPHYSC - MSci Hons Physics,3,,,,Charles,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
326,David,Neale,1,1416,22825112,Registered,U7UPHYSC - MSci Hons Physics,3,,,,Clair,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
327,Sharon,Nelson,1,2341,22444432,Registered,U7UPHYSC - MSci Hons Physics,3,,,,Felix,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
328,Kenneth,Nicholson,1,877,22566355,Registered,U6UPHYTA - BSc Hons Physics with Theoretical Astrophysics,3,,,,Fielding,U6UPHYTA ,BSc Hons Physics with Theoretical Astrophysics,,,,,,,,,,
329,Colin,Nixon,1,1859,22177343,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,3,,,,Foreman,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
330,Gillian,Nunn,1,1219,22690078,Registered,U7UPHYSC - MSci Hons Physics,3,,,,Hampson,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
331,Lucy,Oliver,1,765,22722867,Registered,U7UPHYSC - MSci Hons Physics,3,,,10,Hannay,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
332,Carol,Overy,1,1570,22314425,Registered,U6UMTHPY - BSc Hons Mathematical Physics,3,,,,Hanton,U6UMTHPY ,BSc Hons Mathematical Physics,,,,,,,,,,
333,Elizabeth,Partington,1,886,22544601,Registered,U6UPHYPL - BSc Jt Hons Physics and Philosophy,3,,,,Harkness,U6UPHYPL ,BSc Jt Hons Physics and Philosophy,,,,,,,,,,
334,Umeshbhai,Patel,1,3722,22401499,Registered,U6UMTHPY - BSc Hons Mathematical Physics,3,,,,Hoang,U6UMTHPY ,BSc Hons Mathematical Physics,,,,,,,,,,
335,Margaret,Paton,1,466,22728091,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,3,,,10,Hull,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
336,Karen,Payne,1,1959,22810345,Registered,U6UPHYAS - BSc Hons Physics with Astronomy,3,,,,Hurley,U6UPHYAS ,BSc Hons Physics with Astronomy,,,,,,,,,,
337,Annette,Plummer,1,527,22082252,Registered,U7UPHYSC - MSci Hons Physics,3,,,10,Hussain,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
338,Brian,Plummer,1,783,22010688,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,3,,,,Lee,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
339,Somattie,Prashad,1,948,22730257,Registered,U6UPHYSC - BSc Hons Physics,3,,,,Lopes,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
340,Eileen,Preece,1,578,22116032,Registered,U6UPHYTP - BSc Hons Physics with Theoretical Physics,3,,,10,Lord,U6UPHYTP ,BSc Hons Physics with Theoretical Physics,,,,,,,,,,
341,Alan,Proctor,1,1168,22911800,Registered,U7UPHYNA - MSci Hons Physics with Nanoscience,3,,,,Loughlin,U7UPHYNA ,MSci Hons Physics with Nanoscience,,,,,,,,,,
342,Madeleine,Quinn,1,2285,22170470,Registered,U6UPHYAS - BSc Hons Physics with Astronomy,3,,,,Ly,U6UPHYAS ,BSc Hons Physics with Astronomy,,,,,,,,,,
343,Patrick,Quinn,1,929,22868845,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,4,,,,Mann,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
344,Muhammed,Raza,1,415,22597064,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,4,,,10,McGowan,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
345,Natalie,Redd,1,1442,22520756,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,4,,,,Mussell,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
346,Elizabeth,Rees,1,1421,22241959,Registered,U7UPHYSC - MSci Hons Physics,4,,,,Pearson,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
347,Phil,Reid,1,1006,22874799,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,4,,,,Phillips,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
348,Stephen,Rice,1,370,22989882,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,4,,,5,Robinson,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
349,Kate,Richards,1,6740,22707022,Registered,U7UMTHPY - MSci Hons Mathematical Physics,4,,,,Rundlett,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
350,Charlotte,Riches,1,247,22421485,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,4,,,5,Sales,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
351,Joanne,Robb,1,1126,22628074,Registered,U7UPHYSC - MSci Hons Physics,4,,,,Schroder,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
352,Mark,Robinson,1,689,22253903,Registered,U7UPHYSC - MSci Hons Physics,4,,,10,Shaw,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
353,Jodine,Rose,1,940,22715660,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,4,,,,Storey,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
354,Steven,Roy,1,926,22678371,Registered,U7UPHYSC - MSci Hons Physics,4,,,,Thompson,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
355,Aileen,Russell,1,429,22657462,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,4,,,10,Thomson,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
356,Matthew,Ryan,1,2388,22555994,Registered,U7UMTHPY - MSci Hons Mathematical Physics,4,,,,Turner,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
357,John,Saetta,1,299,22217234,Registered,U7UPHYSC - MSci Hons Physics,4,,,5,White,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
358,Debobrata,Saha,1,882,22163967,Registered,U7UPHYSC - MSci Hons Physics,4,,,,Whiteley,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
359,Basil,Santini,1,363,22499502,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,4,,,5,Wright,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
360,Norman,Saul,1,2200,22911909,Registered,U7UMTHPY - MSci Hons Mathematical Physics,4,,,,Yu,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
361,Matthew,Saville,1,611,22338021,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,4,,,10,Barron,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
362,Terence,Searle,1,933,22596916,Registered,U7UPHYSC - MSci Hons Physics,4,,,,Bos,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
363,David,Sewell,1,3130,22127921,Registered,U7UMTHPY - MSci Hons Mathematical Physics,4,,,,Brum,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
364,Andrew,Shepherd,1,712,22108441,Registered,U7UPHYSC - MSci Hons Physics,4,,,10,Burns,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
365,Satnam,Singh,1,714,22872577,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,4,,,10,Charles,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
366,Deborah,Smith,1,892,22254246,Registered,U7UMTHPY - MSci Hons Mathematical Physics,4,,,,Clair,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
367,Grace,Smith,1,1162,22375517,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,4,,,,Felix,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
368,James,Smith,1,3074,22399067,Registered,U7UMTHPY - MSci Hons Mathematical Physics,4,,,,Fielding,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
369,Stephen,South,1,1252,22037540,Registered,U7UMTHPY - MSci Hons Mathematical Physics,4,,,,Foreman,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
370,Donald,Spencer,1,745,22499371,Registered,U7UPHYSC - MSci Hons Physics,4,,,10,Hampson,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
371,Geoffrey,Spencer,1,749,22377600,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,4,,,10,Hannay,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
372,Mark,Stafford,1,1711,22849935,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,4,,,,Hanton,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
373,John,Stephens,1,462,22881427,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,4,,,10,Harkness,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
374,Mike,Stephenson,1,842,22344131,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,4,,,,Hoang,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
375,Katherine,Stone,1,457,22401448,Registered,U7UPHYSC - MSci Hons Physics,4,,,10,Hull,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
376,Gina,Tarrant,1,1059,22571458,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,4,,,,Hurley,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
377,Craig,Thorpe,1,827,22034384,Registered,U7UPHYNA - MSci Hons Physics with Nanoscience,4,,,,Hussain,U7UPHYNA ,MSci Hons Physics with Nanoscience,,,,,,,,,,
378,My,Tran,1,854,22011405,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,4,,,,Lee,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
379,Mark,Trembath,1,2742,22411488,Registered,U7UMTHPY - MSci Hons Mathematical Physics,4,,,,Lopes,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
380,Jonathan,Tudor,1,722,22483670,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,4,,,10,Lord,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
381,Adam,Turner,2,1466,22338501,Registered,U7UPHYSC - MSci Hons Physics,1,,,,Loughlin,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
382,Jack,Turner,2,3472,22223053,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,1,,,,Ly,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
383,Paul,Turner,2,2512,22994144,Registered,U6UMTHPY - BSc Hons Mathematical Physics,1,,,,Mann,U6UMTHPY ,BSc Hons Mathematical Physics,,,,,,,,,,
384,Timothy,Venning,2,1912,22269581,Registered,U6UMTHPY - BSc Hons Mathematical Physics,1,,,,McGowan,U6UMTHPY ,BSc Hons Mathematical Physics,,,,,,,,,,
385,Karen,Walker,2,2568,22826291,Registered,U7UPHYYI - MSci Hons Physics with a Year in Industry,1,,,,Mussell,U7UPHYYI ,MSci Hons Physics with a Year in Industry,,,,,,,,,,
386,Lorraine,Wallace,2,1782,22165867,Registered,U6UPHYSC - BSc Hons Physics,1,,,,Pearson,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
387,Stuart,Waterworth,2,2002,22828479,Registered,U6UPHYSC - BSc Hons Physics,1,,,,Phillips,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
388,Susan,Wayne,2,2493,22074932,Registered,U7UPHYSC - MSci Hons Physics,1,,,,Robinson,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
389,John,West,2,2119,22052783,Registered,U7UPHYSC - MSci Hons Physics,1,,,,Rundlett,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
390,Michael,Wheeler,2,2077,22887337,Registered,U7UPHYSC - MSci Hons Physics,1,,,,Sales,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
391,Iris,Wiles,2,2202,22466708,Registered,U6UPHYPL - BSc Jt Hons Physics and Philosophy,1,,,,Schroder,U6UPHYPL ,BSc Jt Hons Physics and Philosophy,,,,,,,,,,
392,Paul,Williams,2,2642,22652462,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,1,,,,Shaw,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
393,Thomas,Williams,2,1980,22748026,Registered,U7UPHYSC - MSci Hons Physics,1,,,,Storey,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
394,Danielle,Williams,2,1570,22858848,Registered,U7UPHYSC - MSci Hons Physics,1,,,,Thompson,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
395,Alan,Wilson,2,1916,22666045,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,1,,,,Thomson,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
396,Charlotte,Wilson,2,2452,22201821,Registered,U7UPHYSC - MSci Hons Physics,1,,,,Turner,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
397,Harold,Wood,2,757,22776067,Registered,U6UPHYSC - BSc Hons Physics,1,,,10,White,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
398,Louisa,Woodward,2,2176,22763217,Registered,U7UPHYYI - MSci Hons Physics with a Year in Industry,1,,,,Whiteley,U7UPHYYI ,MSci Hons Physics with a Year in Industry,,,,,,,,,,
399,John,Wright,2,3903,22847672,Registered,U7UPHYSC - MSci Hons Physics,1,,,,Wright,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
400,Zohra,Yafai,2,552,22777336,Registered,U7UPHYSC - MSci Hons Physics,1,,,10,Yu,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
401,Nial,Adams,2,3703,22842139,Registered,U6UPHYTA - BSc Hons Physics with Theoretical Astrophysics,1,,,,Barron,U6UPHYTA ,BSc Hons Physics with Theoretical Astrophysics,,,,,,,,,,
402,Stephen,Adams,2,1730,22106436,Registered,U7UPHYSC - MSci Hons Physics,1,,,,Bos,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
403,Katherine,Adams,2,2753,22918877,Registered,U6UPHYYI - BSc Hons Physics with a Year in Industry,1,,,,Brum,U6UPHYYI ,BSc Hons Physics with a Year in Industry,,,,,,,,,,
404,Raj,Agarwal,2,1922,22037410,Registered,U6UPHYAS - BSc Hons Physics with Astronomy,1,,,,Burns,U6UPHYAS ,BSc Hons Physics with Astronomy,,,,,,,,,,
405,Carlo,Aldo,2,2096,22397092,Registered,U6UPHYYI - BSc Hons Physics with a Year in Industry,1,,,,Charles,U6UPHYYI ,BSc Hons Physics with a Year in Industry,,,,,,,,,,
406,Saghir,Ali,2,2656,22699918,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,1,,,,Clair,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
407,Falguni,Amin,2,1368,22126535,Registered,U7UPHYSC - MSci Hons Physics,1,,,,Felix,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
408,Stephen,Amos,2,2220,22766130,Registered,U7UPHYSC - MSci Hons Physics,1,,,,Fielding,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
409,Michael,Anderson,2,2135,22614460,Registered,U7UPHYSC - MSci Hons Physics,1,,,,Foreman,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
410,Helen,Arthur,2,2267,22061082,Registered,U7UPHYSC - MSci Hons Physics,1,,,,Hampson,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
411,Abdul,Aziz,2,4190,22166904,Registered,U7PMLSCI - MSc Machine Learning in Science,1,,,,Hannay,U7PMLSCI ,MSc Machine Learning in Science,,,,,,,,,,
412,Brian,Bailey,2,4190,22452461,Registered,U7PMLSCI - MSc Machine Learning in Science,1,,,,Hanton,U7PMLSCI ,MSc Machine Learning in Science,,,,,,,,,,
413,Sandeep,Bains,2,4105,22771361,Registered,U7PMLSCI - MSc Machine Learning in Science,1,,,,Harkness,U7PMLSCI ,MSc Machine Learning in Science,,,,,,,,,,
414,Trevor,Ballantine,2,2660,22117806,Registered,U7PMLSCI - MSc Machine Learning in Science,1,,,,Hoang,U7PMLSCI ,MSc Machine Learning in Science,,,,,,,,,,
415,Leah,Bedeau,2,823,22509663,Registered,U6UPHYASN1 - Physics and Astronomy - No Award - Year,1,,,,Hull,U6UPHYASN1 ,Physics and Astronomy - No Award - Year,,,,,,,,,,
416,Denise,Bedford,2,21370,22314800,Registered,U7PMLSCI - MSc Machine Learning in Science,1,,,,Hurley,U7PMLSCI ,MSc Machine Learning in Science,,,,,,,,,,
417,Alasdair,Beveridge,2,21370,22048801,Registered,U7PMLSCI - MSc Machine Learning in Science,1,,,,Hussain,U7PMLSCI ,MSc Machine Learning in Science,,,,,,,,,,
418,Kristian,Bird,2,9846,22031389,Left,U6UMTHPY - BSc Hons Mathematical Physics,3,,,,Lee,U6UMTHPY ,BSc Hons Mathematical Physics,,,,,Withdrawn,,,,,
419,Hugh,Blackwood,2,9846,22387669,Left,U6UMTHPY - BSc Hons Mathematical Physics,3,,,,Lopes,U6UMTHPY ,BSc Hons Mathematical Physics,,,,,Withdrawn,,,,,
420,Ian,Blakey,2,4422,22348905,Left,U6UPHYTP - BSc Hons Physics with Theoretical Physics,4,,,,Lord,U6UPHYTP ,BSc Hons Physics with Theoretical Physics,,,,,Withdrawn,,,,,
421,Mark,Boulton,2,4422,22715964,Left,U6UPHYTP - BSc Hons Physics with Theoretical Physics,4,,,,Loughlin,U6UPHYTP ,BSc Hons Physics with Theoretical Physics,,,,,Withdrawn,,,,,
422,David,Bower,2,405,22430674,Registered,U6UPHYSC - BSc Hons Physics,2,,,10,Ly,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
423,Michael,Boyd,2,556,22253949,Registered,U7UPHYSC - MSci Hons Physics,2,,,10,Mann,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
424,Anne,Bradley,2,548,22849435,Registered,U6UPHYSC - BSc Hons Physics,2,,,10,McGowan,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
425,William,Braithwaite,2,446,22879258,Registered,U6UPHYSC - BSc Hons Physics,2,,,10,Mussell,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
426,Shirley,Brittain,2,2082,22811089,Registered,U6UPHYSC - BSc Hons Physics,2,,,,Pearson,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
427,John,Brooks,2,1558,22922315,Registered,U6UPHYSC - BSc Hons Physics,2,,,,Phillips,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
428,Pauline,Brown,2,1610,22720029,Registered,U7UPHYELY - MSci Hons Physics with European Language,2,,,,Robinson,U7UPHYELY ,MSci Hons Physics with European Language,,,,,,,,,,
429,Kevin,Bull,2,2309,22497676,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,2,,,,Rundlett,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
430,Colin,Bulloch,2,2426,22543139,Registered,U7UMTHPY - MSci Hons Mathematical Physics,2,,,,Sales,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
431,Sally,Burn,2,6008,22565392,Registered,U6UMTHPY - BSc Hons Mathematical Physics,2,,,,Schroder,U6UMTHPY ,BSc Hons Mathematical Physics,,,,,,,,,,
432,Euan,Burton,2,2834,22452162,Registered,U7UMTHPY - MSci Hons Mathematical Physics,2,,,,Shaw,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
433,Ceri,Busby,2,1275,22869061,Registered,U6UPHYSC - BSc Hons Physics,2,,,,Storey,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
434,Sarah,Chadwick,2,1239,22315292,Registered,U6UPHYSC - BSc Hons Physics,2,,,,Thompson,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
435,Hemlata,Chauhan,2,1063,22482410,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,2,,,,Thomson,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
436,Yanjun,Chen,2,2200,22266612,Registered,U7UPHYSC - MSci Hons Physics,2,,,,Turner,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
437,Michael,Connell,2,1665,22817442,Registered,U7UPHYSC - MSci Hons Physics,2,,,,White,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
438,Stuart,Corbin,2,1038,22805443,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,2,,,,Whiteley,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
439,William,Cornwell,2,2059,22591230,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,2,,,,Wright,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
440,Gerard,Corr,2,1242,22465283,Registered,U6UPHYSC - BSc Hons Physics,2,,,,Yu,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
441,Peter,Cowan,2,1752,22774592,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,2,,,,Barron,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
442,Lucy,Cox,2,700,22277342,Registered,U6UPHYSC - BSc Hons Physics,2,,,10,Bos,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
443,Dominic,Crabtree,2,1412,22758081,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,2,,,,Brum,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
444,Lucille,Critchley,2,1710,22885499,Registered,U6UPHYSC - BSc Hons Physics,2,,,,Burns,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
445,Jill,Cunningham,2,1434,22864869,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,2,,,,Charles,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
446,Anthony,Daly,2,2807,22966166,Registered,U7UPHYSC - MSci Hons Physics,2,,,,Clair,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
447,Robert,Day,2,403,22961063,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,2,,,10,Felix,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
448,Irene,Dickson,2,1605,22936711,Registered,U6UPHYSC - BSc Hons Physics,2,,,,Fielding,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
449,John,Doerr,2,2407,22939560,Registered,U7UPHYSC - MSci Hons Physics,2,,,,Foreman,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
450,Glen,Donoghue,2,668,22318972,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,2,,,10,Hampson,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
451,John,Dry,2,2146,22689375,Registered,U6UMTHPY - BSc Hons Mathematical Physics,2,,,,Hannay,U6UMTHPY ,BSc Hons Mathematical Physics,,,,,,,,,,
452,Daniel,Ellis,2,1790,22280780,Registered,U6UPHYSC - BSc Hons Physics,2,,,,Hanton,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
453,Jeffrey,Ellis,2,2349,22669004,Registered,U6UPHYSC - BSc Hons Physics,2,,,,Harkness,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
